index,target,tags,irrelevant_tags
2104,0,bird | branch | calm | gray | lake | parrot | perch | stone | sit | sky | stand | tree | tree branch | water | white,branch | lake | white | calm | sit | stone | tree | stand | gray | sky | tree branch | perch | water
4087,1,beak | bird | flap | flight | fly | landing | sea | seabird | sky | spread | sun | sunset | water | wing | worm,worm | fly | flap | landing | sunset | sun | spread | sea | sky | flight | water
925,0,beak | bird | branch | girl | green | parrot | perch | stand | tree | tree branch | woman,branch | green | tree | stand | woman | tree branch | girl | perch
2713,0,area | beak | bird | branch | brown | brush | forest | lush | perch | stand | tree | wood,branch | forest | wood | brown | tree | stand | area | brush | lush | perch
2579,0,beach | bird | coast | flip | fly | jump | person | man | sea | rocket | shoreline | sky | stunt | trick | water | woodpecker,coast | fly | jump | man | flip | beach | person | sea | rocket | shoreline | sky | stunt | trick | water
2460,0,apple tree | bird | bloom | blossom | branch | flower | green | perch | sit | tree | white | yellow,branch | bloom | white | sit | green | tree | yellow | blossom | apple tree | flower | perch
3220,0,beach | bird | boat | cloudy | floor | motorboat | sea | perch | sand | sky | stand | water | woodpecker,cloudy | boat | beach | sand | stand | sea | sky | motorboat | floor | perch | water
3101,0,bamboo | bamboo forest | bird | cardinal | perch | red | sit | stand | tree,sit | tree | bamboo | stand | red | bamboo forest | perch
231,0,bird | branch | creek | floor | grass | gray | green | lush | perch | puddle | stand | swamp | tree | wood | yellow,branch | puddle | floor | green | tree | wood | yellow | creek | stand | grass | gray | lush | perch | swamp
1978,0,apple tree | bird | blue | bluebird | branch | fruit | fruit tree | lemon | orange tree | perch | sit | stand | tree | tree branch,branch | lemon | sit | fruit | fruit tree | tree | orange tree | blue | stand | apple tree | tree branch | perch
2303,0,beak | bird | fish | sea | parrot | plastic | water | whale | yellow,whale | yellow | plastic | fish | sea | water
4207,1,balustrade | beak | bird | catch | eagle | hand | girl | gray | person | parrot | perch | pet | pigeon | rail | stand | water,catch | pet | stand | rail | hand | gray | water | balustrade | girl | perch | person
2470,0,beak | bird | couple | duck | lake | mallard | mallard duck | pond | puddle | stand | swim | water | water bird,lake | puddle | swim | mallard | stand | pond | couple | water
1707,0,bamboo forest | beak | bird | branch | brown | green | perch | plant | reed | sit | stand | stem | twig | vegetation,branch | reed | sit | brown | green | stand | stem | vegetation | twig | plant | bamboo forest | perch
1453,0,balance | bird | black | blue | boy | branch | crow | floor | forest | person | man | perch | raven | stand | twig | wood,branch | balance | forest | man | wood | blue | black | boy | stand | twig | floor | perch | person
3376,0,bamboo forest | bird | flap | flight | fly | hummingbird | nectar | tree,fly | flap | tree | nectar | bamboo forest | flight
2991,0,bamboo forest | bird | path | forest | perch | red | stand | train track | tree | woodpecker,train track | forest | tree | path | stand | red | bamboo forest | perch
1049,0,bird | bird nest | branch | nest | parrot | perch | sit | tree | tree branch | twig,branch | nest | sit | tree | twig | tree branch | perch
2946,0,bird | branch | camouflage | floor | forest | man | perch | stone | stand | tree | wood | yellow,branch | forest | man | wood | stone | tree | yellow | stand | camouflage | floor | perch
843,0,area | beak | bird | brush | floor | forest | grass | green | greenery | lush | parrot | perch | plant | stand | tree | vegetation | walk | yellow,forest | floor | green | tree | yellow | stand | grass | area | greenery | vegetation | walk | plant | brush | lush | perch
727,0,beak | bird | crack | floor | food | gray | land | mud | patch | stone | stand | tree,land | mud | tree | stone | crack | stand | food | gray | floor | patch
4325,1,beach | beak | bird | cliff | coast | fly | gull | land | sea | stone | rocky | seabird | shoreline | water | white | wing,coast | land | white | fly | rocky | beach | stone | sea | cliff | shoreline | water
1966,0,bamboo forest | bird | branch | gray | perch | sit | tree | white,branch | white | sit | tree | gray | bamboo forest | perch
860,0,bamboo | bamboo forest | beak | bird | blue | floor | hide | perch | stone | rocky | stand | stem | tree,rocky | tree | bamboo | stone | blue | stand | hide | stem | bamboo forest | floor | perch
4318,1,bird | creek | trench | fly | grass | grassy | gull | lush | river | sky | stream | swamp | water | waterway | wetland,fly | river | trench | wetland | grassy | creek | grass | waterway | sky | stream | lush | swamp | water
1570,0,bamboo | bamboo forest | bird | black | forest | ledge | magpie | perch | sit | stand | tree | white,white | forest | sit | ledge | bamboo | tree | stand | black | bamboo forest | perch
640,0,bamboo forest | bird | branch | brown | forest | perch | road | sit | tree,branch | road | forest | sit | brown | tree | bamboo forest | perch
3487,0,beak | bird | creek | brown | flap | flight | floor | fly | hummingbird | spread | tree | wing,fly | flap | floor | brown | tree | creek | spread | flight
837,0,bird | cloudy | dock | fly | sea | rail | sky | sunset | water,fly | cloudy | dock | sunset | sea | rail | sky | water
1833,0,bamboo forest | beak | bird | path | forest | open | perch | sit | sparrow | tree | walk | yellow,forest | sit | tree | yellow | open | path | walk | bamboo forest | perch
2735,0,bird | branch | floor | gray | perch | sit | stand | tree | white,branch | white | sit | tree | stand | gray | floor | perch
4484,1,bird | car | car window | duck | fence | out | road | rural,fence | road | out | car window | rural | car
1583,0,bamboo forest | bird | cage | gray | green | perch | rail | sit | stand | tree,sit | cage | tree | green | stand | rail | gray | bamboo forest | perch
1761,0,bird | black | branch | brown | bush | flower | green | greenery | hide | lush | perch | plant | sit | stand | stem | tree | vegetation | weed | yellow,branch | sit | green | tree | brown | yellow | stand | stem | hide | greenery | black | vegetation | weed | plant | flower | bush | lush | perch
1580,0,bamboo forest | bird | branch | brown | perch | sit | sparrow | stand | tree | tree branch | twig,branch | sit | brown | tree | stand | twig | tree branch | bamboo forest | perch
773,0,area | beak | bird | brown | floor | food | forest | sparrow | stand | tree | walk | wood,forest | wood | brown | tree | stand | area | food | walk | floor
4553,1,beak | bench | bird | black | ledge | park bench | perch | picnic table | sit | stand | stool | white,white | sit | ledge | stand | black | picnic table | bench | park bench | stool | perch
1018,0,arm | beak | bird | catch | hand | forest | green | hummingbird | man | parrot | purple | shirt | shoulder | wood,forest | catch | man | green | shirt | wood | shoulder | purple | arm | hand
3706,0,beak | bird | brush | bush | floor | food | grass | green | lush | perch | plant | stand | vegetation | weed | yellow,floor | green | yellow | stand | grass | food | vegetation | weed | plant | brush | bush | lush | perch
4509,1,beach | bird | boat | coast | gull | sea | palm tree | sand | stand | tree | water,coast | boat | beach | tree | sand | stand | sea | palm tree | water
1778,0,beak | bird | branch | brown | hide | lush | perch | plant | reed | sit | sparrow | stand | stem | tree | twig | vegetation,branch | reed | sit | brown | tree | stand | stem | hide | vegetation | twig | plant | lush | perch
2301,0,bird | blue | branch | floor | forest | limb | parrot | perch | red | sit | stand | tree | tree branch | tree trunk | wood,branch | forest | sit | wood | tree | limb | blue | stand | tree branch | red | tree trunk | floor | perch
1703,0,bird | black | crow | path | forest | jog | marathon | race | raven | run | stand | trail | woman | wood,trail | jog | forest | race | wood | marathon | path | black | run | stand | woman
2851,0,area | beak | bird | fly | forest | green | hummingbird | lush | perch | stand | tree | wood,fly | forest | wood | tree | green | stand | area | lush | perch
681,0,bamboo | bamboo forest | beak | bird | branch | lush | perch | sit | tree,branch | sit | tree | bamboo | bamboo forest | lush | perch
1726,0,bamboo forest | bird | pillar | perch | pole | sit | stand | stem | tree | tree trunk | yellow,pillar | sit | tree | yellow | stand | stem | bamboo forest | tree trunk | pole | perch
4003,1,balcony | beach chair | bird | canopy | chair | daybed | deck | fly | gazebo | gull | sea | pergola | porch | rail | water,pergola | canopy | fly | porch | chair | beach chair | deck | gazebo | sea | rail | balcony | daybed | water
4666,1,beach | cliff | coast | jump | person | man | sea | stone | rock formation | sea lion | seal | shoreline,coast | rock formation | jump | man | beach | stone | sea lion | sea | seal | cliff | shoreline | person
1294,0,bird | brown | graveyard | cross | fence | grass | grave | green | lush | perch | sit | stand | tree | vegetation | yellow,fence | sit | brown | tree | green | yellow | graveyard | cross | grass | grave | stand | vegetation | lush | perch
2110,0,bamboo forest | beak | bird | branch | brush | cage | crow | fence | floor | path | raven | stand | tree | twig | wood,branch | fence | cage | tree | wood | path | stand | twig | brush | bamboo forest | floor
4544,1,beak | bird | creek | floor | gull | pigeon | pond | puddle | stone | stand | tree | walk | water | white,white | puddle | creek | tree | stone | pond | stand | walk | floor | water
3146,0,bird | brown | lake | ledge | perch | sit | sparrow | stand | water,lake | sit | ledge | brown | stand | perch | water
2905,0,bamboo forest | bird | branch | floor | forest | gray | perch | sit | stand | tree | white | wood,branch | white | forest | sit | wood | tree | stand | gray | bamboo forest | floor | perch
3405,0,bamboo forest | bird | catch | person | owl | parrot | sparrow | stand | woman,catch | stand | woman | bamboo forest | person
1457,0,bird | black | blackbird | blue | branch | hang | perch | red | reed | sit | stand | string | tree,branch | reed | hang | string | sit | tree | blue | black | stand | red | perch
3747,1,beak | bird | daffodil | duck | duckling | gull | lake | ledge | mallard duck | pond | stand | water,duckling | lake | ledge | stand | daffodil | pond | water
3721,0,area | beak | bird | black | fern | floor | fly | forest | lush | perch | red | tree | white | wood | woodpecker,white | fly | forest | floor | wood | tree | black | area | fern | red | lush | perch
2378,0,bird | car window | flight | fly | owl | road | road sign | sign | street sign | wing,fly | street sign | road | car window | sign | road sign | flight
2035,0,beak | berry | bird | branch | brown | food | fruit | perch | plant | red | stand | stem | tree | yellow,branch | brown | tree | fruit | yellow | stand | stem | food | plant | red | berry | perch
4417,1,beak | bird | boat | city | head | nose | sea | palm tree | puffin | stand | water,boat | city | nose | stand | sea | palm tree | head | water
1844,0,bamboo | bamboo forest | bird | black | crow | forest | perch | pigeon | raven | sit | stand | stem | tree,forest | sit | tree | bamboo | stand | black | stem | bamboo forest | perch
3894,1,area | beak | bird | black | floor | forest | gray | ledge | log | lush | parrot | perch | pigeon | stand | stump | tree | wood,forest | floor | wood | ledge | tree | stand | black | area | stump | log | gray | lush | perch
